都府県地方番号,都府県地方名,地点区分,地点番号,地点名,地点名カナ,緯度,経度,標高,降水量,気温,風,日照,積雪,湿度,終了年月日,備考
48,長野県,a,1312,奈川,ナガワ,36.088333,137.683333,1068,1,1,1,2,0,0,99999999,
48,長野県,a,1314,開田高原,カイダコウゲン,35.938333,137.601667,1130,1,1,1,2,1,1,99999999,2006年1月4日までの地点名「開田」
48,長野県,a,1317,浪合,ナミアイ,35.373333,137.691667,940,1,1,1,2,0,0,99999999,
48,長野県,a,1319,辰野,タツノ,35.983333,137.983333,732,1,1,1,2,0,0,99999999,
48,長野県,a,1323,南信濃,ミナミシナノ,35.321667,137.931667,407,1,1,1,2,0,0,99999999,
48,長野県,a,1339,阿南,アナン,35.313333,137.811667,610,1,0,0,0,0,0,99999999,
48,長野県,a,1360,聖高原,ヒジリコウゲン,36.486667,138.068333,985,1,0,0,0,0,0,99999999,
48,長野県,a,1392,網掛山,アミカケヤマ,35.448333,137.696667,1120,1,0,0,0,0,0,20070328,
48,長野県,a,1394,大鹿,オオシカ,35.556667,138.040000,718,1,0,0,0,0,0,99999999,
48,長野県,a,1397,杉島,スギシマ,35.726667,138.093333,905,1,0,0,0,0,0,99999999,
48,長野県,a,1399,十石峠,ジッコクトウゲ,36.108333,138.645000,1370,1,0,0,0,0,0,20031006,
48,長野県,a,1411,小谷,オタリ,36.821667,137.930000,550,1,0,0,0,1,0,99999999,
48,長野県,a,1445,伊那,イナ,35.825000,137.955000,633,1,1,1,2,0,0,99999999,
48,長野県,a,1529,松本今井,マツモトイマイ,36.166667,137.921667,658,1,1,1,0,0,0,99999999,
48,長野県,a,1549,北相木,キタアイキ,36.071667,138.611667,1185,1,0,0,0,0,0,99999999,
48,長野県,a,1550,白樺湖,シラカバコ,36.105000,138.228333,1440,1,0,0,0,0,0,99999999,
48,長野県,a,1551,高遠,タカトオ,35.953333,138.108333,1075,1,0,0,0,0,0,99999999,
48,長野県,a,1591,宮田,ミヤダ,35.751667,137.911667,717,1,0,0,0,0,0,20071105,
48,長野県,a,1659,王滝大又,オウタキオオマタ,35.826667,137.551667,1035,1,0,0,0,0,0,20151030,
48,長野県,a,1666,木祖薮原,キソヤブハラ,35.936667,137.786667,985,1,1,1,2,0,0,99999999,
49,山梨県,a,0429,剣ノ峰,ケンノミネ,35.828333,138.640000,1735,1,0,0,0,0,0,20081021,
49,山梨県,a,0430,日向山,ヒナタヤマ,35.798333,138.286667,1180,1,0,0,0,0,0,20091102,
49,山梨県,a,0431,大菩薩,ダイボサツ,35.735000,138.836667,1684,1,0,0,0,0,0,20080319,
49,山梨県,s,47638,甲府,コウフ,35.666667,138.553333,272.8,1,1,1,1,1,1,99999999,
49,山梨県,a,0433,勝沼,カツヌマ,35.663333,138.725000,394,1,1,1,2,0,0,99999999,
49,山梨県,a,0434,大月,オオツキ,35.608333,138.938333,364,1,1,1,2,0,1,99999999,
49,山梨県,a,0435,八町山,ハッチョウヤマ,35.543333,138.411667,930,1,0,0,0,0,0,20130313,
49,山梨県,a,0436,古関,フルセキ,35.528333,138.615000,552,1,1,1,2,0,0,99999999,2006年2月28日までの地点名「上九一色」
49,山梨県,s,47640,河口湖,カワグチコ,35.500000,138.760000,859.6,1,1,1,1,1,1,99999999,1968年3月29日までの地点名「船津」
49,山梨県,a,0438,山中,ヤマナカ,35.436667,138.836667,992,1,1,1,2,0,0,99999999,
49,山梨県,a,0439,南部,ナンブ,35.288333,138.445000,141,1,1,1,2,0,1,99999999,
49,山梨県,a,1023,大泉,オオイズミ,35.861667,138.386667,867,1,1,1,2,0,0,99999999,
49,山梨県,a,1024,韮崎,ニラサキ,35.693333,138.448333,341,1,1,1,2,0,0,99999999,
49,山梨県,a,1165,上野原,ウエノハラ,35.620000,139.105000,187,1,0,0,0,0,0,99999999,
49,山梨県,a,1234,切石,キリイシ,35.466667,138.441667,226,1,1,1,2,0,0,99999999,2004年9月30日までの地点名「中富」
49,山梨県,s,47639,富士山,フジサン,35.360000,138.726667,3775.1,1,1,1,1,1,1,99999999,
49,山梨県,a,1599,乙女湖,オトメコ,35.806667,138.655000,1465,1,0,0,0,0,0,99999999,
49,山梨県,a,1640,富士川,フジカワ,35.561667,138.448333,295,1,0,0,0,0,0,99999999,
50,静岡県,a,0440,白糸,シライト,35.311667,138.578333,530,1,0,0,0,0,0,99999999,
50,静岡県,a,0441,御殿場,ゴテンバ,35.305000,138.926667,472,1,1,1,2,0,1,99999999,
50,静岡県,a,0442,富士,フジ,35.185000,138.663333,66,1,1,1,2,0,1,99999999,2007年3月26日までの地点名「吉原」
50,静岡県,s,47657,三島,ミシマ,35.113333,138.925000,20.5,1,1,1,1,1,1,99999999,
50,静岡県,a,0444,越木平,コシキダイラ,35.010000,137.980000,552,1,0,0,0,0,0,20160928,
50,静岡県,a,0445,川根本町,カワネホンチョウ,35.101667,138.128333,290,1,1,1,2,0,1,99999999,2005年10月2日までの地点名「本川根」
50,静岡県,a,0446,大山,オオヤマ,35.051667,138.281667,880,1,0,0,0,0,0,19910314,
50,静岡県,s,47668,網代,アジロ,35.045000,139.091667,66.9,1,1,1,1,1,1,99999999,
50,静岡県,a,0448,高根山,タカネサン,34.975000,138.196667,415,1,0,0,0,0,0,99999999,
50,静岡県,s,47656,静岡,シズオカ,34.975000,138.403333,14.1,1,1,1,1,1,1,99999999,
50,静岡県,a,0450,霧山,キリヤマ,34.875000,137.691667,405,1,0,0,0,0,0,19811119,
50,静岡県,a,0451,天竜,テンリュウ,34.890000,137.813333,61,1,1,1,2,0,1,99999999,
50,静岡県,a,0452,島田,シマダ,34.840000,138.143333,80,1,0,0,0,0,0,19781218,
50,静岡県,a,0453,湯ケ島,ユガシマ,34.900000,138.925000,165,1,0,0,0,0,0,99999999,
50,静岡県,a,0454,天城山,アマギサン,34.871667,139.023333,1066,1,0,0,0,0,0,99999999,
50,静岡県,s,47654,浜松,ハママツ,34.753333,137.711667,45.9,1,1,1,1,1,1,99999999,
50,静岡県,a,0456,松崎,マツザキ,34.755000,138.783333,4,1,1,1,2,0,1,99999999,
50,静岡県,a,0457,稲取,イナトリ,34.781667,139.048333,130,1,1,1,2,0,1,99999999,
50,静岡県,s,47655,御前崎,オマエザキ,34.603333,138.213333,45.1,1,1,1,1,1,1,99999999,
50,静岡県,s,47666,石廊崎,イロウザキ,34.603333,138.841667,52.2,1,1,1,1,1,1,99999999,1968年3月29日までの地点名「長津呂」
50,静岡県,a,0986,佐久間,サクマ,35.056667,137.761667,150,1,1,1,2,0,1,99999999,
50,静岡県,a,0987,土肥,トイ,34.876667,138.761667,92,1,0,0,0,0,0,99999999,
50,静岡県,a,0988,三ヶ日,ミッカビ,34.801667,137.556667,2,1,0,0,0,0,0,99999999,2007年3月31日までの地点名「三ケ日」
50,静岡県,a,0989,掛川,カケガワ,34.768333,137.995000,32,1,0,0,0,0,0,99999999,
50,静岡県,a,1105,熊,クマ,34.958333,137.733333,375,1,0,0,0,0,0,99999999,
50,静岡県,a,1106,三倉,ミクラ,34.960000,137.943333,121,1,0,0,0,0,0,19780109,
50,静岡県,a,1114,梅ケ島,ウメガシマ,35.236667,138.341667,430,1,0,0,0,0,0,20200128,
50,静岡県,a,1243,清水,シミズ,35.053333,138.521667,3,1,1,1,2,0,1,99999999,
50,静岡県,a,1244,磐田,イワタ,34.691667,137.880000,1,1,1,1,2,0,1,99999999,2005年7月6日までの地点名「福田」
50,静岡県,a,1335,菊川牧之原,キクガワマキノハラ,34.785000,138.138333,191,1,1,1,2,0,1,99999999,2005年10月2日までの地点名「牧の原」
50,静岡県,a,1338,井川,イカワ,35.216667,138.221667,755,1,1,1,2,0,1,99999999,
50,静岡県,a,1393,三倉,ミクラ,34.895000,137.940000,114,1,0,0,0,0,0,99999999,
50,静岡県,a,1440,鍵穴,カギアナ,35.048333,138.246667,160,1,0,0,0,0,0,99999999,
50,静岡県,a,1601,静岡空港,シズオカクウコウ,34.795000,138.188333,132,1,1,1,0,0,0,99999999,
50,静岡県,a,1662,春野,ハルノ,35.011667,137.945000,486,1,0,0,0,0,0,99999999,
50,静岡県,a,1668,有東木,ウトウギ,35.206667,138.368333,585,1,0,0,0,0,0,99999999,
50,静岡県,a,1673,熱海伊豆山,アタミイズサン,35.115000,139.083333,144,1,1,1,0,0,0,99999999,
51,愛知県,a,0460,一宮,イチノミヤ,35.298333,136.853333,11,1,0,0,0,0,0,99999999,
51,愛知県,a,0461,豊山,トヨヤマ,35.255000,136.923333,14,1,1,1,0,0,0,20050217,
51,愛知県,a,0462,茶臼山,チャウスヤマ,35.220000,137.660000,1216,1,0,0,0,0,0,99999999,
51,愛知県,s,47636,名古屋,ナゴヤ,35.166667,136.965000,51.1,1,1,1,1,1,1,99999999,
51,愛知県,a,0464,豊田,トヨタ,35.131667,137.176667,75,1,1,1,2,0,1,99999999,
51,愛知県,a,0465,東海,トウカイ,35.023333,136.901667,10,1,1,1,1,0,0,20121017,
51,愛知県,a,0466,出来山,デキヤマ,35.095000,137.416667,946,1,0,0,0,0,0,20051205,
51,愛知県,a,0467,岡崎,オカザキ,34.918333,137.193333,47,1,1,1,2,0,1,99999999,
51,愛知県,a,0468,作手,ツクデ,34.976667,137.425000,532,1,0,0,0,0,0,99999999,
51,愛知県,a,0469,一色,イッシキ,34.811667,137.028333,12,1,0,0,0,0,0,99999999,1995年12月25日までの地点名「西尾」
51,愛知県,a,0470,豊橋,トヨハシ,34.750000,137.341667,3,1,1,1,2,0,1,99999999,
51,愛知県,s,47653,伊良湖,イラコ,34.628333,137.093333,6.2,1,1,1,1,1,1,99999999,
51,愛知県,a,0472,田原,タハラ,34.626667,137.221667,45,1,0,0,0,0,0,99999999,
51,愛知県,a,0982,稲武,イナブ,35.211667,137.506667,505,1,1,1,2,0,1,99999999,
51,愛知県,a,0983,蟹江,カニエ,35.136667,136.791667,2,1,0,0,0,0,0,99999999,
51,愛知県,a,0984,南知多,ミナミチタ,34.740000,136.938333,16,1,1,1,2,0,1,99999999,
51,愛知県,a,1166,小原,オバラ,35.228333,137.285000,290,1,0,0,0,0,0,99999999,
51,愛知県,a,1341,鳳来,ホウライ,34.931667,137.575000,81,1,1,1,1,0,0,20021224,
51,愛知県,a,1344,蒲郡,ガマゴオリ,34.845000,137.216667,55,1,1,1,2,0,1,99999999,
51,愛知県,a,1346,愛西,アイサイ,35.216667,136.698333,5,1,1,1,2,0,1,99999999,2005年3月31日までの地点名「八開」
51,愛知県,a,1541,新城,シンシロ,34.906667,137.518333,53,1,1,1,2,0,1,99999999,
51,愛知県,a,1555,セントレア,セントレア,34.858333,136.805000,4,1,1,1,0,0,0,99999999,
51,愛知県,a,1576,阿蔵,アゾウ,35.078333,137.413333,613,1,0,0,0,0,0,99999999,
51,愛知県,a,1638,大府,オオブ,34.995000,136.943333,32,1,1,1,2,0,1,99999999,
52,岐阜県,a,0473,神岡,カミオカ,36.321667,137.308333,455,1,1,1,2,1,0,99999999,
52,岐阜県,a,0474,流葉山,ナガレハヤマ,36.326667,137.248333,1280,1,0,0,0,0,0,19821019,
52,岐阜県,a,0475,森茂,モリモ,36.175000,137.025000,1262,1,0,0,0,0,0,19901011,
52,岐阜県,s,47617,高山,タカヤマ,36.155000,137.253333,560,1,1,1,1,1,1,99999999,
52,岐阜県,a,0477,乗鞍岳,ノリクラダケ,36.121667,137.556667,2730,1,0,0,0,0,0,20050510,
52,岐阜県,a,0478,大日岳,ダイニチダケ,36.021667,136.853333,1280,1,0,0,0,0,0,19791024,
52,岐阜県,a,0479,新渕山,アラブチヤマ,36.031667,136.975000,1145,1,0,0,0,0,0,19811016,
52,岐阜県,a,0480,船山,フナヤマ,36.035000,137.260000,880,1,0,0,0,0,0,99999999,
52,岐阜県,a,0481,白尾山,シラオサン,35.903333,136.948333,1272,1,0,0,0,0,0,19761101,
52,岐阜県,a,0482,白鳥,シロトリ,35.868333,136.863333,372,1,1,1,1,0,0,19781101,
52,岐阜県,a,0483,萩原,ハギワラ,35.888333,137.206667,425,1,1,1,2,0,1,99999999,
52,岐阜県,a,0484,蕪山,カブラヤマ,35.735000,136.798333,1069,1,0,0,0,0,0,20051205,
52,岐阜県,a,0485,八幡,ハチマン,35.756667,136.978333,271,1,1,1,2,0,0,99999999,
52,岐阜県,a,0486,樽見,タルミ,35.638333,136.601667,190,1,1,1,2,1,1,99999999,
52,岐阜県,a,0487,金山,カナヤマ,35.661667,137.160000,233,1,1,1,2,0,0,99999999,
52,岐阜県,a,0488,三界山,サンガイヤマ,35.650000,137.516667,1117,1,0,0,0,0,0,19811026,
52,岐阜県,a,0489,権現山,ゴンゲンヤマ,35.581667,136.501667,750,1,0,0,0,0,0,19811030,
52,岐阜県,a,0490,伽藍,ガラン,35.515000,137.230000,650,1,0,0,0,0,0,99999999,
52,岐阜県,a,0491,美濃加茂,ミノカモ,35.445000,137.005000,74,1,1,1,2,0,0,99999999,
52,岐阜県,a,0492,柄石峠,ガライシトウゲ,35.403333,137.206667,365,1,0,0,0,0,0,20091102,
52,岐阜県,a,0493,恵那,エナ,35.446667,137.403333,315,1,1,1,2,0,0,99999999,
52,岐阜県,a,0494,中津川,ナカツガワ,35.476667,137.486667,378,1,1,1,2,0,0,99999999,
52,岐阜県,a,0495,関ケ原,セキガハラ,35.363333,136.466667,130,1,1,1,2,1,1,99999999,
52,岐阜県,a,0496,大垣,オオガキ,35.346667,136.620000,6,1,1,1,2,0,0,99999999,
52,岐阜県,s,47632,岐阜,ギフ,35.400000,136.761667,12.7,1,1,1,1,1,1,99999999,
52,岐阜県,a,0498,三森山,ミツモリサン,35.376667,137.526667,1130,1,0,0,0,0,0,20091102,
52,岐阜県,a,1057,美濃,ミノ,35.555000,136.910000,68,1,1,1,2,0,0,99999999,
52,岐阜県,a,1058,多治見,タジミ,35.346667,137.108333,120,1,1,1,2,0,0,99999999,
52,岐阜県,a,1059,上石津,カミイシヅ,35.246667,136.458333,193,1,0,0,0,0,0,99999999,
52,岐阜県,a,1061,栃尾,トチオ,36.248333,137.503333,765,1,1,1,2,0,0,99999999,
52,岐阜県,a,1066,宮地,ミヤジ,35.763333,137.288333,450,1,1,1,2,0,0,99999999,
52,岐阜県,a,1153,平井,ヒライ,35.566667,136.728333,325,1,0,0,0,0,0,20091102,
52,岐阜県,a,1299,長滝,ナガタキ,35.923333,136.831667,430,1,1,1,2,1,1,99999999,
52,岐阜県,a,1301,揖斐川,イビガワ,35.485000,136.566667,45,1,1,1,2,0,0,99999999,
52,岐阜県,a,1305,六厩,ムマヤ,36.060000,137.035000,1015,1,1,1,2,0,0,99999999,
52,岐阜県,a,1306,白川,シラカワ,36.273333,136.896667,478,1,1,1,2,1,0,99999999,
52,岐阜県,a,1308,河合,カワイ,36.305000,137.100000,471,1,1,1,2,1,0,99999999,
52,岐阜県,a,1311,宮之前,ミヤノマエ,36.015000,137.388333,930,1,1,1,2,0,0,99999999,
52,岐阜県,a,1313,黒川,クロカワ,35.598333,137.318333,517,1,1,1,2,0,0,99999999,
52,岐阜県,a,1363,大日,ダイニチ,36.018333,136.881667,1178,1,0,0,0,0,0,19901015,
52,岐阜県,a,1384,付知,ツケチ,35.661667,137.426667,461,1,0,0,0,0,0,99999999,
52,岐阜県,a,1387,御母衣,ミボロ,36.146667,136.908333,640,1,0,0,0,0,0,99999999,
52,岐阜県,a,1390,小津,オヅ,35.561667,136.540000,573,1,0,0,0,0,0,20091102,
52,岐阜県,a,1396,十二岳,ジュウニダケ,36.188333,137.368333,1010,1,0,0,0,0,0,19901016,
52,岐阜県,a,1436,ひるがの,ヒルガノ,36.010000,136.893333,885,1,0,0,0,0,0,99999999,2004年9月30日までの地点名「蛭ヶ野」
52,岐阜県,a,1437,清見,キヨミ,36.180000,137.045000,740,1,0,0,0,0,0,99999999,
52,岐阜県,a,1438,丹生川,ニュウカワ,36.186667,137.371667,910,1,0,0,0,0,0,99999999,
52,岐阜県,a,1577,関市板取,セキシイタドリ,35.723333,136.783333,351,1,0,0,0,0,0,99999999,
53,三重県,a,0499,北勢,ホクセイ,35.143333,136.538333,125,1,0,0,0,0,0,99999999,2001年7月15日までの地点名「阿下喜」
53,三重県,a,0500,桑名,クワナ,35.050000,136.693333,3,1,1,1,2,0,1,99999999,
53,三重県,a,0501,雲母峰,キララミネ,34.998333,136.458333,590,1,0,0,0,0,0,20091102,
53,三重県,s,47684,四日市,ヨツカイチ,34.940000,136.580000,55.1,1,1,1,1,1,1,99999999,
53,三重県,a,0503,亀山,カメヤマ,34.870000,136.453333,70,1,1,1,2,0,1,99999999,
53,三重県,s,47649,上野,ウエノ,34.761667,136.141667,159.2,1,1,1,1,1,1,99999999,
53,三重県,a,0505,笠取山,カサトリヤマ,34.725000,136.308333,810,1,0,0,0,0,0,99999999,
53,三重県,s,47651,津,ツ,34.733333,136.518333,2.7,1,1,1,1,1,1,99999999,
53,三重県,a,0507,名張,ナバリ,34.626667,136.108333,226,1,0,0,0,0,0,99999999,
53,三重県,a,0508,国見山,クニミヤマ,34.565000,136.156667,680,1,0,0,0,0,0,19811109,
53,三重県,a,0509,小俣,オバタ,34.528333,136.665000,10,1,1,1,2,0,1,99999999,
53,三重県,a,0510,粥見,カユミ,34.448333,136.390000,120,1,1,1,2,0,1,99999999,
53,三重県,a,0511,藤坂峠,フジサカトウゲ,34.323333,136.488333,560,1,0,0,0,0,0,99999999,
53,三重県,s,47663,尾鷲,オワセ,34.068333,136.193333,15.3,1,1,1,1,1,1,99999999,
53,三重県,a,0513,八幡峠,ハチマントウゲ,34.060000,136.110000,800,1,0,0,0,0,0,19841120,
53,三重県,a,0514,熊野,クマノ,33.891667,136.093333,40,1,1,1,1,0,0,20011217,
53,三重県,a,0918,大台,オオダイ,34.391667,136.408333,80,1,0,0,0,0,0,19780531,
53,三重県,a,0990,松阪,マツザカ,34.560000,136.536667,6,1,0,0,0,0,0,19790401,
53,三重県,a,0991,磯部,イソベ,34.373333,136.805000,3,1,0,0,0,0,0,19771219,
53,三重県,a,1230,鳥羽,トバ,34.481667,136.825000,2,1,1,1,2,0,1,99999999,
53,三重県,a,1255,宮川,ミヤガワ,34.278333,136.208333,205,1,0,0,0,0,0,99999999,
53,三重県,a,1258,南伊勢,ミナミイセ,34.345000,136.681667,6,1,1,1,2,0,1,99999999,2006年2月28日までの地点名「南勢」
53,三重県,a,1349,紀伊長島,キイナガシマ,34.208333,136.326667,3,1,1,1,2,0,1,99999999,
53,三重県,a,1356,白山,ハクサン,34.625000,136.321667,60,1,0,0,0,0,0,99999999,
53,三重県,a,1381,阿児,アゴ,34.308333,136.873333,31,1,0,0,0,0,0,99999999,
53,三重県,a,1423,御浜,ミハマ,33.851667,135.980000,130,1,0,0,0,0,0,99999999,
53,三重県,a,1532,熊野新鹿,クマノアタシカ,33.931667,136.138333,23,1,1,1,2,0,1,99999999,
54,新潟県,a,0515,村上,ムラカミ,38.226667,139.478333,10,1,1,1,2,0,1,99999999,
54,新潟県,a,0516,鷲ケ巣山,ワシガスヤマ,38.228333,139.638333,695,1,0,0,0,0,0,19801107,
54,新潟県,s,47602,相川,アイカワ,38.028333,138.240000,5.5,1,1,1,1,1,1,99999999,
54,新潟県,a,0518,両津,リョウツ,38.073333,138.440000,2,1,1,1,2,0,0,99999999,
54,新潟県,s,47604,新潟,ニイガタ,37.893333,139.018333,4.1,1,1,1,1,1,1,99999999,
54,新潟県,a,0520,二王子岳,ニノウジダケ,37.906667,139.451667,382,1,0,0,0,0,0,20091102,
54,新潟県,a,0521,新津,ニイツ,37.791667,139.086667,3,1,1,1,2,1,1,99999999,
54,新潟県,a,0522,巻,マキ,37.768333,138.913333,2,1,1,1,2,0,0,99999999,
54,新潟県,a,0523,宝珠山,ホウシュサン,37.778333,139.288333,200,1,0,0,0,0,0,20091102,
54,新潟県,a,0524,寺泊,テラドマリ,37.640000,138.766667,44,1,1,1,2,0,0,99999999,
54,新潟県,a,0525,三条,サンジョウ,37.640000,138.955000,9,1,1,1,2,0,1,99999999,
54,新潟県,a,0526,村松,ムラマツ,37.696667,139.188333,25,1,0,0,0,0,0,99999999,
54,新潟県,a,0527,津川,ツガワ,37.671667,139.446667,100,1,1,1,2,1,0,99999999,
54,新潟県,a,0528,粟ヶ岳,アワガタケ,37.580000,139.135000,242,1,0,0,0,0,0,19821105,
54,新潟県,a,0529,長岡,ナガオカ,37.450000,138.823333,23,1,1,1,2,1,1,99999999,
54,新潟県,a,0530,栃尾,トチオ,37.475000,138.991667,83,1,0,0,0,0,0,99999999,
54,新潟県,a,0531,守門岳,スモンダケ,37.405000,139.090000,737,1,0,0,0,0,0,20091102,
54,新潟県,a,0532,柏崎,カシワザキ,37.351667,138.553333,7,1,1,1,2,1,1,99999999,
54,新潟県,a,0533,桜坂峠,サクラザカトウゲ,37.211667,138.526667,470,1,0,0,0,0,0,19841029,
54,新潟県,a,0534,小出,コイデ,37.226667,138.963333,98,1,1,1,2,1,0,99999999,
54,新潟県,s,47612,高田,タカダ,37.106667,138.246667,12.9,1,1,1,1,1,1,99999999,
54,新潟県,a,0536,安塚,ヤスヅカ,37.106667,138.456667,126,1,1,1,2,1,0,99999999,
54,新潟県,a,0537,十日町,トオカマチ,37.143333,138.726667,170,1,1,1,2,1,0,99999999,
54,新潟県,a,0538,枝折峠,シオリトウゲ,37.155000,139.130000,1060,1,0,0,0,0,0,19801024,
54,新潟県,a,0539,糸魚川,イトイガワ,37.043333,137.875000,8,1,1,1,2,0,0,99999999,
54,新潟県,a,0540,能生,ノウ,37.083333,138.023333,55,1,1,1,2,1,0,99999999,
54,新潟県,a,0541,光ケ原,ヒカリガハラ,37.005000,138.371667,805,1,0,0,0,0,0,19841024,
54,新潟県,a,0542,大沢峠,オオサワトウゲ,37.038333,138.786667,673,1,0,0,0,0,0,19821027,
54,新潟県,a,0543,津南,ツナン,36.996667,138.683333,452,1,1,1,2,1,0,99999999,
54,新潟県,a,0544,湯沢,ユザワ,36.941667,138.810000,340,1,1,1,2,1,0,99999999,
54,新潟県,a,0545,袴岳,ハカマダケ,36.870000,138.276667,850,1,0,0,0,0,0,19841031,
54,新潟県,a,0995,粟島,アワシマ,38.465000,139.253333,4,1,1,1,2,0,0,99999999,
54,新潟県,a,0996,羽茂,ハモチ,37.841667,138.313333,11,1,1,1,2,0,0,99999999,
54,新潟県,a,0997,守門,スモン,37.346667,139.043333,222,1,1,1,2,1,0,99999999,2013年12月16日までの地点名「入広瀬」
54,新潟県,a,0998,関山,セキヤマ,36.933333,138.221667,350,1,1,1,2,1,0,99999999,
54,新潟県,a,1060,下関,シモセキ,38.091667,139.563333,33,1,1,1,2,1,0,99999999,
54,新潟県,a,1102,鍵取,カギトリ,37.570000,139.383333,150,1,0,0,0,0,0,19930127,
54,新潟県,a,1111,赤谷,アカダニ,37.835000,139.415000,135,1,0,0,0,0,0,99999999,
54,新潟県,a,1154,小国,オグニ,37.291667,138.701667,83,1,0,0,0,0,0,99999999,
54,新潟県,a,1155,松代,マツダイ,37.131667,138.606667,210,1,0,0,0,0,0,99999999,
54,新潟県,a,1256,高根,タカネ,38.330000,139.603333,85,1,0,0,0,0,0,99999999,
54,新潟県,a,1297,平岩,ヒライワ,36.880000,137.866667,281,1,0,0,0,0,0,99999999,
54,新潟県,a,1302,大潟,オオガタ,37.225000,138.325000,13,1,1,1,2,0,1,99999999,
54,新潟県,a,1315,弾崎,ハジキザキ,38.330000,138.511667,58,1,1,1,2,0,1,99999999,1997年3月31日までの地点名「二ツ亀」
54,新潟県,a,1318,中条,ナカジョウ,38.076667,139.388333,14,1,1,1,2,0,0,99999999,
54,新潟県,a,1369,三面,ミオモテ,38.246667,139.605000,45,1,0,0,0,0,0,99999999,
54,新潟県,a,1370,大湯,オオユ,37.205000,139.061667,240,1,0,0,0,0,0,99999999,
54,新潟県,a,1395,塩沢,シオザワ,37.038333,138.846667,195,1,0,0,0,0,0,99999999,
54,新潟県,a,1398,宮寄上,ミヤヨリカミ,37.580000,139.140000,125,1,0,0,0,0,0,99999999,
54,新潟県,a,1424,樽本,タルモト,36.890000,138.275000,633,1,0,0,0,0,0,99999999,
54,新潟県,a,1426,川谷,カワダニ,37.200000,138.516667,206,1,0,0,0,0,0,99999999,
54,新潟県,a,1427,筒方,ドウガタ,37.030000,138.343333,255,1,0,0,0,0,0,99999999,
54,新潟県,a,1444,室谷,ムロヤ,37.550000,139.370000,200,1,0,0,0,0,0,99999999,
54,新潟県,a,1469,松浜,マツハマ,37.955000,139.111667,1,1,1,1,0,1,0,99999999,
54,新潟県,a,1514,秋津,アキツ,38.060000,138.413333,30,1,1,1,0,0,0,20201007,
54,新潟県,a,1645,瓢湖,ヒョウコ,37.833333,139.236667,9,1,0,0,0,0,0,99999999,
55,富山県,a,0546,朝日,アサヒ,36.936667,137.563333,43,1,1,1,2,1,1,99999999,2017年9月26日までの地点名「泊」
55,富山県,a,0547,魚津,ウオヅ,36.821667,137.428333,48,1,1,1,2,1,1,99999999,
55,富山県,a,0548,宇奈月,ウナヅキ,36.846667,137.558333,160,1,0,0,0,0,0,19781109,
55,富山県,a,0549,嘉例沢,カレイザワ,36.825000,137.536667,420,1,0,0,0,0,0,19831116,
55,富山県,s,47606,伏木,フシキ,36.791667,137.055000,11.6,1,1,1,1,1,1,99999999,
55,富山県,s,47607,富山,トヤマ,36.708333,137.201667,8.6,1,1,1,1,1,1,99999999,
55,富山県,a,0552,砺波,トナミ,36.610000,136.955000,69,1,1,1,2,1,1,99999999,
55,富山県,a,0553,上市,カミイチ,36.670000,137.423333,296,1,1,1,2,0,0,99999999,
55,富山県,a,0554,南砺高宮,ナントタカミヤ,36.545000,136.871667,91,1,1,1,2,0,0,99999999,2004年12月5日までの地点名「福光」
55,富山県,a,0555,八尾,ヤツオ,36.570000,137.158333,124,1,1,1,2,0,1,99999999,
55,富山県,a,0556,小谷,オタニ,36.570000,137.300000,340,1,0,0,0,0,0,19831125,
55,富山県,a,0557,立山,タテヤマ,36.581667,137.578333,2291,1,0,0,0,0,0,20100329,
55,富山県,a,0558,細尾峠,ホソオトウゲ,36.445000,136.896667,740,1,0,0,0,0,0,19831109,
55,富山県,a,0559,谷折,タニオリ,36.488333,137.100000,700,1,0,0,0,0,0,19831115,
55,富山県,a,1309,氷見,ヒミ,36.825000,136.968333,1,1,1,1,2,1,0,99999999,
55,富山県,a,1412,宇奈月,ウナヅキ,36.846667,137.556667,160,1,0,0,0,0,0,99999999,
55,富山県,a,1413,平,タイラ,36.433333,136.950000,282,1,0,0,0,0,0,20041019,
55,富山県,a,1414,大山,オオヤマ,36.608333,137.283333,128,1,0,0,0,0,0,99999999,
55,富山県,a,1415,細入,ホソイリ,36.495000,137.240000,185,1,0,0,0,0,0,19961014,
55,富山県,a,1455,猪谷,イノタニ,36.473333,137.236667,215,1,0,0,0,1,0,99999999,
55,富山県,a,1533,秋ヶ島,アキガシマ,36.648333,137.186667,24,1,1,1,0,1,0,99999999,
55,富山県,a,1553,五箇山,ゴカヤマ,36.430000,136.941667,357,1,0,0,0,0,0,99999999,
55,富山県,a,1621,立山芦峅,タテヤマアシクラ,36.576667,137.385000,379,1,0,0,0,0,0,99999999,
56,石川県,a,0560,珠洲,スズ,37.446667,137.286667,4,1,1,1,2,1,1,99999999,
56,石川県,s,47600,輪島,ワジマ,37.390000,136.895000,5.2,1,1,1,1,1,1,99999999,
56,石川県,a,0562,門前,モンゼン,37.261667,136.728333,11,1,0,0,0,0,0,99999999,
56,石川県,a,0563,木原岳,キハラダケ,37.288333,136.950000,270,1,0,0,0,0,0,19981110,
56,石川県,a,0564,志賀,シカ,37.143333,136.725000,6,1,1,1,2,0,1,99999999,2005年10月2日までの地点名「富来」
